epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,175.045,0.94904,0.94865,1.14978,0.84718,0.88195,0.90256,0.67353,0.86227,0.769,1.09485,0.0008516,0.0008516,0.0008516
31,180.483,0.91476,0.92482,1.15621,0.86778,0.89205,0.92157,0.69151,0.8505,0.72638,1.08184,0.000812,0.000812,0.000812
32,185.971,0.9033,0.93742,1.14659,0.89706,0.84178,0.89204,0.67241,0.86408,0.84759,1.0835,0.0007724,0.0007724,0.0007724
33,191.41,0.93567,0.89064,1.17463,0.88465,0.83523,0.89464,0.66179,0.84401,0.78586,1.08662,0.0007328,0.0007328,0.0007328
34,196.806,0.85625,0.83415,1.12433,0.93198,0.85632,0.89967,0.6861,0.8358,0.76393,1.08235,0.0006932,0.0006932,0.0006932
35,202.121,0.88565,0.87732,1.1445,0.90546,0.85795,0.90318,0.6838,0.86564,0.76582,1.10227,0.0006536,0.0006536,0.0006536
36,207.399,0.84862,0.99488,1.09226,0.87571,0.86932,0.89433,0.66078,0.84041,0.75477,1.11627,0.000614,0.000614,0.000614
37,212.87,0.87416,0.86517,1.12526,0.88426,0.91158,0.92386,0.69894,0.81375,0.68502,1.08288,0.0005744,0.0005744,0.0005744
38,218.528,0.85345,0.82597,1.11346,0.89508,0.82402,0.89504,0.66392,0.82864,0.71198,1.06684,0.0005348,0.0005348,0.0005348
39,223.933,0.84402,0.83143,1.13547,0.90704,0.88707,0.91458,0.69809,0.80368,0.69926,1.06861,0.0004952,0.0004952,0.0004952
40,229.417,0.85956,0.81343,1.12056,0.88982,0.87186,0.90789,0.70403,0.79692,0.70967,1.07223,0.0004556,0.0004556,0.0004556
41,254.29,0.75852,0.7458,1.09179,0.90679,0.82955,0.90425,0.70887,0.77513,0.78095,1.05034,0.000416,0.000416,0.000416
42,259.469,0.77964,0.76793,1.09859,0.88366,0.86364,0.91123,0.70465,0.77545,0.70322,1.04292,0.0003764,0.0003764,0.0003764
43,264.634,0.74923,0.66717,1.07947,0.90356,0.88636,0.91476,0.70502,0.77491,0.66588,1.04944,0.0003368,0.0003368,0.0003368
44,269.668,0.71688,0.69237,1.05213,0.87656,0.91477,0.91804,0.71905,0.77545,0.65667,1.05379,0.0002972,0.0002972,0.0002972
45,275.079,0.73925,0.68364,1.06458,0.88054,0.89773,0.92093,0.71804,0.76534,0.62984,1.04198,0.0002576,0.0002576,0.0002576
46,280.4,0.69737,0.70159,1.06946,0.8894,0.90341,0.9259,0.72729,0.75935,0.62844,1.05302,0.000218,0.000218,0.000218
47,285.653,0.71847,0.69042,1.07781,0.87378,0.90466,0.92082,0.72532,0.7475,0.62764,1.04244,0.0001784,0.0001784,0.0001784
48,290.95,0.66831,0.63356,1.01106,0.87333,0.90099,0.92054,0.72553,0.74492,0.63596,1.04426,0.0001388,0.0001388,0.0001388
49,296.103,0.70371,0.66119,1.06069,0.89144,0.88068,0.91822,0.72509,0.74873,0.64325,1.0454,9.92e-05,9.92e-05,9.92e-05
50,301.364,0.69145,0.63432,1.03501,0.91616,0.86926,0.91712,0.72549,0.74782,0.62893,1.04684,5.96e-05,5.96e-05,5.96e-05
